strain	date	genbank	region	country	division	location	host_type	genotype	host	source	latitude	longitude	authors
OR258524|Brazil|Central-West|MS|Campo_Grande|2022-04-13	2022-04-13	OR258524	Central-West	Brazil	Mato Grosso do Sul	Campo Grande	Human	V	Homo sapiens	NCBI	-20.4640173	-54.6162947	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258525|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258525	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258526|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258526	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258527|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258527	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258528|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258528	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258529|Brazil|Central-West|MS|Jardim|2022-04-19	2022-04-19	OR258529	Central-West	Brazil	Mato Grosso do Sul	Jardim	Human	V	Homo sapiens	NCBI	-21.479941	-56.148902	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258530|Brazil|Central-West|MS|Jardim|2022-04-18	2022-04-18	OR258530	Central-West	Brazil	Mato Grosso do Sul	Jardim	Human	V	Homo sapiens	NCBI	-21.479941	-56.148902	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258531|Brazil|Central-West|MS|Jardim|2022-04-19	2022-04-19	OR258531	Central-West	Brazil	Mato Grosso do Sul	Jardim	Human	V	Homo sapiens	NCBI	-21.479941	-56.148902	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258532|Brazil|Central-West|MS|Paraiso_das_Aguas|2022-04-19	2022-04-19	OR258532	Central-West	Brazil	Mato Grosso do Sul	Paraiso das Aguas	Human	V	Homo sapiens	NCBI	-19.0219279	-53.0122646	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258533|Brazil|Central-West|MS|Angelica|2022-04-18	2022-04-18	OR258533	Central-West	Brazil	Mato Grosso do Sul	Angelica	Human	V	Homo sapiens	NCBI	-22.1588196	-53.7728504	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258534|Brazil|Central-West|MS|Ribas_do_Rio_Pardo|2022-04-17	2022-04-17	OR258534	Central-West	Brazil	Mato Grosso do Sul	Ribas do Rio Pardo	Human	V	Homo sapiens	NCBI	-20.4477984	-53.7609001	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258536|Brazil|Central-West|MS|Coronel_Sapucaia|2022-04-16	2022-04-16	OR258536	Central-West	Brazil	Mato Grosso do Sul	Coronel Sapucaia	Human	V	Homo sapiens	NCBI	-23.27186	-55.5288174	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258537|Brazil|Central-West|MS|Campo_Grande|2022-04-16	2022-04-16	OR258537	Central-West	Brazil	Mato Grosso do Sul	Campo Grande	Human	V	Homo sapiens	NCBI	-20.4640173	-54.6162947	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258538|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-16	2022-04-16	OR258538	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258540|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258540	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258541|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258541	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258542|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258542	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258543|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-17	2022-04-17	OR258543	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258544|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-16	2022-04-16	OR258544	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258545|Brazil|Central-West|MS|Chapadao_do_Sul|2022-04-16	2022-04-16	OR258545	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258546|Brazil|Central-West|MS|Ribas_do_Rio_Pardo|2022-04-16	2022-04-16	OR258546	Central-West	Brazil	Mato Grosso do Sul	Ribas do Rio Pardo	Human	V	Homo sapiens	NCBI	-20.4477984	-53.7609001	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
